tconst	averageRating	numVotes
tt0008329	5.8	74
tt0008331	4.7	62
tt0008338	4.6	36
tt0008348	4.8	12
tt0008353	6	11
tt0008355	6.2	22
tt0008359	6.1	26
tt0008361	4.9	12
tt0008362	7	59
tt0008371	6.7	24
tt0008372	6.6	23
tt0008374	6.4	28
tt0008377	5.9	794
tt0008381	8.8	93
tt0008387	1.1	9
tt0008389	5.6	25
tt0008394	6.6	7
tt0008395	7.1	459
tt0008401	5.3	102
tt0008402	5	7
tt0008411	5.9	22
tt0008416	6	10
tt0008426	7.8	6
tt0008431	6.9	11
tt0008432	4.9	10
tt0008442	7.5	41
tt0008443	6.7	1266
tt0008458	6.5	85
tt0008476	5.9	13
tt0008489	6.4	130
tt0008491	5.1	9
tt0008493	4.7	33
tt0008496	6.8	6
tt0008498	6.3	80
tt0008499	6.1	770
tt0008500	6.1	176
tt0008502	1.8	9
tt0008510	6	6
tt0008519	5.7	727
tt0008521	5	5
tt0008523	5.6	1114
tt0008526	8.6	80
tt0008528	9.1	9
tt0008535	6.6	5
tt0008536	6.9	147
tt0008539	5.7	15
tt0008541	5.4	78
tt0008543	6.8	13
tt0008544	7.2	15
tt0008547	4.6	22
tt0008549	6.1	8
tt0008550	6.2	98
tt0008551	5	32
tt0008558	4.8	12
tt0008560	6.2	5
tt0008561	6.3	85
tt0008562	4.4	10
tt0008565	6.4	8
tt0008571	6.6	64
tt0008579	5.7	9
tt0008599	6.1	7
tt0008605	4.6	20
tt0008608	7	27
tt0008614	7.9	7
tt0008620	5	5
tt0008623	7.2	13
tt0008628	5.5	31
tt0008634	6.2	372
tt0008636	4.6	9
tt0008638	3.3	10
tt0008639	5.9	125
tt0008650	4.6	5
tt0008651	3.8	12
tt0008652	6	109
tt0008657	5.9	19
tt0008658	4.8	12
tt0008662	5.4	37
tt0008663	7.4	1509
tt0008666	6.7	6
tt0008670	5.5	60
tt0008672	6	189
tt0008677	5.4	5
tt0008679	4.8	481
tt0008687	6.1	140
tt0008688	7.6	127
tt0008690	5.6	31
tt0008692	5.5	23
tt0008696	6.8	15
tt0008698	6.1	10
tt0008706	5.9	11
tt0008710	6.7	148
tt0008720	5.6	7
tt0008723	6.5	56
tt0008725	5.9	31
tt0008730	6.4	24
tt0008731	7.2	5
tt0008735	5.8	26
tt0008742	6.8	12
tt0008745	4.2	13
tt0008753	6.8	8
tt0008759	5.8	9
tt0008761	3.2	14
tt0008764	5.8	33
tt0008775	6.4	557
tt0008783	6.8	8
tt0008784	6	8
tt0008786	6.5	63
tt0008787	6.2	8
tt0008797	6.3	10
tt0008800	6.7	96
tt0008804	4.4	14
tt0008806	4.7	12
tt0008807	6.7	83
tt0008808	5.3	6
tt0008810	5	17
tt0008811	5	161
tt0008817	1.3	9
tt0008821	2.8	6
tt0008822	6.1	69
tt0008825	5.7	15
tt0008826	5.5	31
tt0008827	5.8	740
tt0008832	5.7	13
tt0008836	5.6	16
tt0008843	5.9	123
tt0008844	6.2	278
tt0008845	5.7	7
tt0008848	4.6	40
tt0008854	5.5	554
tt0008855	5.9	9
tt0008860	4.6	24
tt0008865	6.9	8
tt0008866	5.1	28
tt0008874	6.7	1083
tt0008876	7.7	34
tt0008879	7.3	1518
tt0008882	7.1	15
tt0008884	6.4	129
tt0008891	7	782
tt0008892	6	75
tt0008895	5.4	36
tt0008899	6.4	52
tt0008901	5.7	38
tt0008902	6	11
tt0008903	4.8	5
tt0008905	4.1	8
tt0008906	3.7	7
tt0008907	5.5	932
tt0008915	7.7	7
tt0008918	6.3	21
tt0008919	6.2	11
tt0008923	6.1	9
tt0008930	6	116
tt0008933	6.2	12
tt0008939	8.4	31
tt0008947	2.1	10
tt0008950	6	267
tt0008951	5.3	9
tt0008952	7.2	16
tt0008955	8.8	96
tt0008957	4.4	16
tt0008961	6	168
tt0008972	6.7	16
tt0008975	6.5	1359
tt0008978	4.9	58
tt0008979	7	12
tt0008983	4.2	12
tt0008984	7	31
tt0008990	6.6	13
tt0008998	7.4	10
tt0009001	6.4	7
tt0009014	5.9	134
tt0009015	5.1	64
tt0009017	6.9	9
tt0009018	7.8	7247
tt0009020	6.7	10
tt0009026	6.4	91
tt0009045	5.4	81
tt0009046	5.5	8
tt0009047	6.6	32
tt0009051	6.7	13
tt0009062	6.2	515
tt0009063	6.8	6
tt0009071	5.5	58
tt0009079	6.6	24
tt0009082	5.6	21
tt0009086	5.4	281
tt0009088	6	99
tt0009092	5.8	6
tt0009096	5.7	27
tt0009099	6.4	122
tt0009104	7	43
tt0009105	6	237
tt0009109	6.4	83
tt0009116	8.2	5
tt0009123	6.1	960
tt0009125	4.5	17
tt0009128	6.7	12
tt0009130	7	52
tt0009131	2.1	9
tt0009133	7	63
tt0009136	6.5	13
tt0009137	7.4	16
tt0009142	6.2	45
tt0009143	7.7	7
tt0009144	4.8	34
tt0009145	5.8	69
tt0009150	6.4	907
tt0009153	6.1	112
tt0009170	5.3	7
tt0009171	6	128
tt0009176	7	6
tt0009179	5.4	33
tt0009185	5.9	9
tt0009193	5.9	14
tt0009198	5.5	6
tt0009204	6.6	12
tt0009205	7	12
tt0009208	8.2	5
tt0009209	6.8	12
tt0009212	5.8	9
tt0009214	5.8	58
tt0009220	6.3	10
tt0009233	5.4	10
tt0009234	4.7	12
tt0009240	5.9	15
tt0009241	5.1	594
tt0009246	5.7	242
tt0009247	4.4	12
tt0009249	4	9
tt0009252	6.3	21
tt0009257	6	8
tt0009259	4.2	6
tt0009273	6.8	58
tt0009278	7	8
tt0009279	5.4	11
tt0009286	3.8	9
tt0009289	7.4	9
tt0009302	6.6	9
tt0009304	5.2	12
tt0009305	6.6	10
tt0009306	7.1	44
tt0009309	6.5	34
tt0009316	6.6	153
tt0009322	4.6	14
tt0009325	6	16
tt0009326	6.5	119
tt0009334	6.6	8
tt0009356	5.2	616
tt0009358	6.2	8
tt0009359	5.4	17
tt0009369	5.9	1061
tt0009376	6.4	8
tt0009389	5.8	633
tt0009400	6.7	13
tt0009405	6.5	26
tt0009406	5.9	35
tt0009415	6.9	9
tt0009416	4.6	12
tt0009419	5.9	17
tt0009420	6.4	33
tt0009423	6.1	8
tt0009425	6.8	10
tt0009430	4.4	5
tt0009431	6	7
tt0009434	5.6	237
tt0009436	6.9	17
tt0009440	6.4	178
tt0009445	7	21
tt0009454	6.6	7
tt0009466	6.3	891
tt0009470	6.7	9
tt0009471	5.4	7
tt0009475	4.4	484
tt0009480	6.3	16
tt0009483	6.9	9
tt0009492	7	19
tt0009494	4.7	29
tt0009502	8.4	5
tt0009522	5.8	97
tt0009523	6.8	11
tt0009527	6.8	8
tt0009544	7	24
tt0009546	5.4	18
tt0009547	7	7
tt0009549	7.1	8
tt0009550	7	23
tt0009551	6.7	7
tt0009554	5.7	6
tt0009557	5.8	5
tt0009558	4.4	31
tt0009559	6.1	341
tt0009560	6.5	28
tt0009561	6	7
tt0009563	4.1	27
tt0009568	6.9	37
tt0009573	6.3	27
tt0009575	8.1	9
tt0009578	2.4	11
tt0009580	4	27
tt0009587	5	7
tt0009588	4	7
tt0009596	5.7	9
tt0009600	5.2	12
tt0009601	5.5	6
tt0009604	5.6	7
tt0009608	5.1	697
tt0009610	6.7	10
tt0009611	7.3	5897
tt0009619	5.5	8
tt0009620	6.8	996
tt0009622	4.8	12
tt0009629	5.6	88
tt0009630	7.3	11
tt0009631	4.1	14
tt0009637	6.7	9
tt0009650	5.8	26
tt0009651	6.5	20
tt0009652	6.7	1360
tt0009659	6.1	15
tt0009666	7	7
tt0009676	5.8	22
tt0009677	6.9	14
tt0009678	6.5	400
tt0009682	5.7	685
tt0009689	6	32
tt0009690	4.4	28
tt0009694	6.5	83
tt0009696	4.4	30
tt0009700	5	8
tt0009701	7	309
tt0009702	5.9	9
tt0009720	6.8	6
tt0009721	6.4	17
tt0009732	5.6	264
tt0009737	5.9	109
tt0009741	5.8	5
tt0009750	4.4	17
tt0009754	4.7	12
tt0009757	6.9	39
tt0009764	6.1	16
tt0009765	5.1	12
tt0009766	5.5	13
tt0009771	4.7	16
tt0009781	7.7	6
tt0009789	6.1	8
tt0009790	5.8	6
tt0009796	6.8	262
tt0009801	6.5	6
tt0009803	5.2	5
tt0009806	6.2	58
tt0009811	4.8	30
tt0009825	5.9	24
tt0009827	5.5	11
tt0009829	5.1	18
tt0009833	5.3	11
tt0009837	4.3	30
tt0009842	6.5	10
tt0009851	9.3	6
tt0009852	7.2	5
tt0009853	5.7	25
tt0009857	4.3	6
tt0009858	6.5	22
tt0009859	5.1	35
tt0009861	1.9	9
tt0009878	7	1123
tt0009879	7.1	55
tt0009887	7	992
tt0009890	4.9	13
tt0009892	5.9	963
tt0009893	7.2	1633
tt0009894	7.1	168
tt0009899	6.6	1078
tt0009900	6.3	857
tt0009903	4.2	34
tt0009905	7.2	73
tt0009915	7.1	165
tt0009916	6.2	6
tt0009918	7.5	48
tt0009922	5	8
tt0009927	4.6	11
tt0009932	6	729
tt0009936	6	12
tt0009937	7	1325
tt0009944	4.2	9
tt0009946	6.3	39
tt0009949	5.8	35
tt0009950	5.4	33
tt0009960	6.6	9
tt0009968	7.3	9244
tt0009969	6.6	14
tt0009972	6	9
tt0009973	7	1053
tt0009975	6.3	7
tt0009976	5.7	631
tt0009977	5.3	109
tt0009978	4.7	49
tt0009986	6.5	342
tt0009987	6.6	8
tt0009989	6.7	21
tt0009991	6.1	9
tt0009996	6	366
tt0010002	5	8
tt0010006	4.5	51
tt0010008	8.3	37
tt0010010	7.2	8
tt0010013	6.6	45
tt0010023	5.4	44
tt0010024	6.7	6
tt0010032	6.7	9
tt0010040	6.5	1306
tt0010045	5.4	37
tt0010049	7.9	38
tt0010057	6.7	2719
tt0010058	6.3	12
tt0010059	7.4	8
tt0010060	5.9	814
tt0010061	6.9	52
tt0010071	6.6	1122
tt0010072	5.6	168
tt0010087	5.2	5
tt0010089	7.8	8
tt0010102	5.3	10
tt0010103	5.3	646
tt0010108	6.8	99
tt0010112	6	63
tt0010113	6.2	43
tt0010114	5.3	9
tt0010119	4.3	29
tt0010120	3.7	17
tt0010128	5.6	58
tt0010131	6.3	6
tt0010133	4.2	9
tt0010134	4.7	10
tt0010137	5.4	697
tt0010146	7	925
tt0010155	6.7	1171
tt0010158	5.8	8
tt0010162	6.5	203
tt0010168	5.4	10
tt0010176	6.2	9
tt0010178	6	20
tt0010180	7.2	64
tt0010181	5.7	41
tt0010183	5.3	11
tt0010186	4.2	17
tt0010189	6.1	13
tt0010190	6.6	14
tt0010193	5.8	672
tt0010195	6.8	254
tt0010198	4.4	39
tt0010199	4.1	15
tt0010200	3.6	14
tt0010201	6.3	17
tt0010203	7	57
tt0010206	6.6	46
tt0010208	5.6	553
tt0010209	6.2	9
tt0010214	4.4	11
tt0010215	6.9	17
tt0010219	3.9	368
tt0010221	5.9	686
tt0010223	7.6	5
tt0010225	4.7	7
tt0010227	5.6	510
tt0010229	5.8	12
tt0010233	5.6	116
tt0010239	8	5
tt0010244	7.2	31
tt0010247	7.3	1177
tt0010248	6.1	37
tt0010249	5.7	18
tt0010255	6.3	56
tt0010256	6.5	16
tt0010258	6.3	586
tt0010259	6.6	31
tt0010265	5.6	11
tt0010267	6.7	930
tt0010276	5	7
tt0010279	5.6	133
tt0010281	6.9	1230
tt0010284	5.6	9
tt0010292	6.8	10
tt0010298	6.9	100
tt0010307	7.7	1418
tt0010311	5.7	79
tt0010313	5.7	18
tt0010315	6.6	23
tt0010316	6.6	16
tt0010319	1	8
tt0010321	6.2	393
tt0010322	5	80
tt0010323	8.1	55617
tt0010325	5.7	10
tt0010328	6.2	53
tt0010330	7.1	37
tt0010331	6.6	11
tt0010337	4.7	11
tt0010352	5.2	14
tt0010356	6	42
tt0010357	5.9	25
tt0010358	6.3	18
tt0010375	6.9	48
tt0010382	6.2	32
tt0010386	6.7	91
tt0010391	6.8	232
tt0010402	6.4	57
tt0010404	6.4	10
tt0010408	2.9	12
tt0010412	6	5
tt0010418	7	1712
tt0010419	6.6	11
tt0010422	5.7	10
tt0010428	5	9
tt0010432	1	14
tt0010435	6.2	275
tt0010438	4.7	33
tt0010444	6.7	11
tt0010446	6.2	116
tt0010456	6	172
tt0010460	7.8	6
tt0010466	6.6	145
tt0010469	5.7	6
tt0010470	5	8
tt0010472	4.2	27
tt0010476	5.9	16
tt0010483	6.7	11
tt0010484	6.9	166
tt0010490	6.8	22
tt0010495	4.3	7
tt0010497	5.9	7
tt0010499	6.6	12
tt0010501	6	14
tt0010502	5.8	9
tt0010505	6	8
tt0010506	5.1	72
tt0010507	6.7	6
tt0010508	6.1	168
tt0010515	5.8	9
tt0010516	6.7	47
tt0010522	5.2	107
tt0010533	6.1	99
tt0010534	5.9	22
tt0010540	7.1	30
tt0010541	6.6	21
tt0010544	4.2	32
tt0010548	7.1	20
tt0010552	6.2	65
tt0010558	5.1	9
tt0010559	6.3	137
tt0010562	6.9	16
tt0010566	6.8	14
tt0010570	6.7	13
tt0010571	6.4	7
tt0010596	6.3	6
tt0010598	6.6	776
tt0010600	7.4	1670
tt0010610	5.2	18
tt0010612	7	8
tt0010614	7.6	5
tt0010616	6.7	48
tt0010622	6.7	6
tt0010628	4.8	31
tt0010629	4.2	29
tt0010630	5.5	10
tt0010632	5.3	191
tt0010635	5.2	594
tt0010640	4.1	30
tt0010641	6.8	19
tt0010648	4.3	17
tt0010651	6.7	6
tt0010654	4.7	10
tt0010656	5.6	246
tt0010662	4.9	420
tt0010668	5.2	10
tt0010674	6.2	14
tt0010680	6.3	237
tt0010690	5.9	8
tt0010692	7.7	6
tt0010694	6.8	13
tt0010703	6.7	17
tt0010708	5.8	17
tt0010714	8	5
tt0010715	6.1	12
tt0010719	7	7
tt0010720	6	7
tt0010726	6.6	1051
tt0010729	6.2	12
tt0010732	5.8	171
tt0010733	7	6
tt0010747	6.7	2620
tt0010754	6.5	43
tt0010755	6.9	157
tt0010757	7.3	219
tt0010764	6.8	16
tt0010766	7.1	24
tt0010767	6.8	44
tt0010781	2.8	10
tt0010791	6.5	62
tt0010793	6.5	11
tt0010795	7	21
tt0010799	6.2	9
tt0010806	7	1599
tt0010813	7.8	5
tt0010821	6.5	447
tt0010822	6.2	12
tt0010844	6.6	331
tt0010847	6.4	16
tt0010849	6.4	13
tt0010853	6.7	152
tt0010859	6.3	33
tt0010865	6.1	7
tt0010871	5.4	16
tt0010874	5.1	9
tt0010879	6.9	775
tt0010890	6.4	337
tt0010892	6.3	10
tt0010900	2.1	10
tt0010903	6.4	5
tt0010905	8.2	25
tt0010912	7	5
tt0010915	6.3	15
tt0010920	6.5	17
tt0010925	5.5	722
tt0010926	7	5
tt0010930	6.4	408
tt0010940	4.8	12
tt0010941	5.7	9
tt0010942	4.3	7
tt0010943	3.2	20
tt0010947	6.8	29
tt0010949	1	10
tt0010950	4.9	12
tt0010953	6.2	139
tt0010954	6.2	5
tt0010958	6.2	12
tt0010960	3.7	9
tt0010962	6.6	576
tt0010963	5	6
tt0010964	6.4	129
tt0010965	5.1	22
tt0010967	5.6	11
tt0010968	4	13
tt0010969	6.7	315
tt0010987	6.5	24
tt0010994	6.3	9
tt0011000	6.7	1083
tt0011001	6.3	11
tt0011002	6.2	5
tt0011011	5.3	15
tt0011012	5.2	13
tt0011016	5.6	14
tt0011024	5.2	17
tt0011025	5.3	6
tt0011031	6.2	52
tt0011036	5.8	11
tt0011042	6.4	14
tt0011045	6.3	7
tt0011055	5.4	47
tt0011058	6.4	81
tt0011063	6.5	71
tt0011069	5.3	11
tt0011070	7.2	23
tt0011071	7.1	2690
tt0011073	6.8	10
tt0011076	6	41
tt0011078	5.8	45
tt0011079	6.2	11
tt0011087	5.4	9
tt0011089	3.6	5
tt0011091	5.6	5
tt0011093	6	20
tt0011094	5.5	13
tt0011098	6.2	11
tt0011110	6.9	9
tt0011112	3.8	5
tt0011114	6	10
tt0011117	7.7	59
tt0011118	5.6	8
tt0011123	5.6	73
tt0011124	4	5
tt0011126	4	5
tt0011127	7.1	14
tt0011128	6.2	99
tt0011129	4.8	25
tt0011130	7	4754
tt0011131	5.4	130
tt0011133	6.9	8
tt0011134	5.8	6
tt0011135	4	5
tt0011136	4.7	47
tt0011137	5.4	15
tt0011144	6.9	1280
tt0011148	2.1	12
tt0011149	1.7	9
tt0011151	5.2	5
tt0011154	4.8	11
tt0011157	6.6	717
tt0011163	5.8	33
tt0011167	5.4	5
tt0011172	5.6	9
tt0011173	6.2	123
tt0011174	6.4	19
tt0011191	6.5	13
tt0011193	6.6	292
tt0011195	7.2	5
tt0011197	4.9	9
tt0011204	3.6	5
tt0011205	6.3	14
tt0011208	7.4	5
tt0011211	6.2	15
tt0011216	6.6	24
tt0011217	6.4	309
tt0011221	6	848
tt0011222	6.4	8
tt0011223	6.8	812
tt0011224	5.4	11
tt0011228	3.2	26
tt0011232	4.5	8
tt0011234	4.2	13
tt0011237	7.2	6581
tt0011238	5.8	12
tt0011239	4.3	9
tt0011241	3.3	19
tt0011243	4.2	8
tt0011246	4.2	6
tt0011253	5.6	53
tt0011256	5.1	21
tt0011257	5.4	9
tt0011263	6.7	1156
tt0011265	5.2	9
tt0011267	5.1	260
tt0011273	5	8
tt0011277	7.6	69
tt0011280	5.3	9
tt0011281	2.3	6
tt0011284	6.4	10
tt0011288	4.2	5
tt0011291	5.2	9
tt0011293	6.9	1019
tt0011294	7.1	165
tt0011298	4.4	29
tt0011301	6.3	7
tt0011302	6.9	187
tt0011303	5.9	9
tt0011309	3.6	23
tt0011313	6.5	76
tt0011317	6.2	135
tt0011318	3.1	15
tt0011324	5.5	82
tt0011325	6.2	9
tt0011327	6.8	13
tt0011336	4.9	18
tt0011339	4.9	11
tt0011344	6.2	105
tt0011348	7.1	96
tt0011350	6.8	9
tt0011353	6	9
tt0011358	6.6	332
tt0011361	4.8	6
tt0011362	6.8	97
tt0011365	4.4	9
tt0011368	6.4	22
tt0011369	6	113
tt0011370	6.8	323
tt0011371	6.7	264
tt0011385	4.7	6
tt0011387	6.7	1103
tt0011393	5.4	71
tt0011394	6.6	37
tt0011396	5.8	32
tt0011401	6	84
tt0011413	4.1	14
tt0011414	4.9	142
tt0011415	5.9	105
tt0011419	4.4	5
tt0011421	2.7	13
tt0011428	5.7	18
tt0011431	4.2	5
tt0011433	3	20
tt0011435	4.5	10
tt0011439	7.1	2147
tt0011440	6.6	195
tt0011450	7.7	15
tt0011454	6.7	7
tt0011459	5.9	23
tt0011462	6.5	6
tt0011470	1.6	11
tt0011471	5.2	12
tt0011474	6.5	129
tt0011481	5.8	24
tt0011487	4.5	14
tt0011489	5.8	5
tt0011495	4.6	11
tt0011499	7.1	64
tt0011502	5.8	5
tt0011506	5	7
tt0011507	6.2	10
tt0011508	7.6	3655
tt0011513	5.7	189
tt0011520	2	11
tt0011521	7	984
tt0011522	6.9	53
tt0011525	6.2	53
tt0011530	6.2	8
tt0011533	5.2	13
tt0011534	5.8	18
tt0011541	8.2	6863
tt0011545	5.8	386
tt0011548	6.3	138
tt0011549	4.2	8
tt0011565	7.4	2008
tt0011568	6	23
tt0011569	5.4	5
tt0011571	5.3	13
tt0011575	5.3	9
tt0011577	4.9	13
tt0011587	3.7	7
tt0011588	6.4	355
tt0011594	5.6	12
tt0011598	4.6	9
tt0011603	3.2	28
tt0011604	5.7	11
tt0011607	7.1	1032
tt0011612	5.8	28
tt0011617	6	28
tt0011619	7	49
tt0011623	6.1	149
tt0011624	4.9	32
tt0011633	6.6	5
tt0011635	5	34
tt0011637	4.4	5
tt0011641	6.5	153
tt0011647	5.7	123
tt0011649	6.3	51
tt0011650	6.7	6
tt0011651	7	41
tt0011652	6.1	1402
tt0011654	7	52
tt0011656	7.8	3513
tt0011662	5.7	20
tt0011667	5.5	13
tt0011676	7.1	45
tt0011679	6	265
tt0011687	6.8	6
tt0011689	4.6	5
tt0011691	5.4	10
tt0011692	4.9	13
tt0011693	5.5	10
tt0011694	7.4	8
tt0011695	5.8	15
tt0011714	6	5
tt0011716	5.2	575
tt0011717	5.7	80
tt0011721	7.1	94
tt0011722	5.5	220
tt0011723	6.4	763
tt0011731	4.2	14
tt0011735	6.4	20
tt0011738	6	11
tt0011741	6.3	210
tt0011742	6.1	625
tt0011753	5.5	168
tt0011756	6.5	14
tt0011757	6.4	18
tt0011758	5.7	10
tt0011761	4	5
tt0011763	6.4	5
tt0011765	6.2	12
tt0011771	5.3	14
tt0011779	6.5	191
tt0011785	6.5	29
tt0011793	5	8
tt0011797	6.2	13
tt0011805	4.2	12
tt0011807	3.6	13
tt0011808	4.4	51
tt0011812	4.7	11
tt0011816	5.3	11
tt0011830	5.9	36
tt0011833	6.9	426
tt0011837	6.1	356
tt0011841	7.4	4963
tt0011845	6.4	10
tt0011848	6.7	80
tt0011849	6.4	11
tt0011855	6.6	18
tt0011858	4.8	8
tt0011860	5.4	10
tt0011865	6.7	1321
tt0011866	5	11
tt0011870	6.3	2467
tt0011874	6.7	39
tt0011877	6.4	19
tt0011880	6.4	12
tt0011881	6	31
tt0011886	6.8	19
tt0011890	5.6	8
tt0011901	6.8	5
tt0011904	6.8	1037
tt0011906	5.3	35
tt0011907	4.1	11
tt0011908	6	101
tt0011909	6.6	1208
tt0011912	6.2	6
tt0011914	6.2	11
tt0011916	6.2	26
tt0011918	6.2	6
tt0011922	6.6	660
tt0011923	5.8	10
tt0011925	5.5	22
tt0011927	6.9	7
tt0011929	7	29
tt0011935	4.7	7
tt0011938	6.2	20
tt0011939	4.7	14
tt0011942	7	33
tt0011944	5	9
tt0011948	6.9	365
tt0011949	6.1	47
tt0011950	6.9	10
tt0011952	7	12
tt0011953	5.2	30
tt0011956	6.2	6
tt0011958	6.9	34
tt0011960	7	1025
tt0011966	7	8
tt0011968	4.5	34
tt0011969	7	6
tt0011973	5.9	12
tt0011974	5.3	6
tt0011977	6.8	8
tt0011979	6.8	497
tt0011980	6.8	11
tt0011984	7.1	2866
tt0011988	5.2	40
tt0011990	6.8	25
tt0011998	6.6	30
tt0011999	6.3	87
tt0012006	7.4	27
tt0012016	6.4	170
tt0012017	6.9	34
tt0012023	7.4	21
tt0012027	6.6	875
tt0012028	1.7	9
tt0012045	5.8	9
tt0012048	6.5	11
tt0012067	6.8	30
tt0012068	6.8	415
tt0012071	5.3	12
tt0012077	6.1	9
tt0012079	6.8	13
tt0012087	6.9	27
tt0012091	5	7
tt0012092	6.6	30
tt0012096	5.6	19
tt0012102	4.2	27
tt0012104	6.6	7
tt0012105	5.6	12
tt0012107	6.2	45
tt0012109	6.1	13
tt0012111	6.8	17
tt0012114	6.1	10
tt0012117	6.1	11
tt0012118	6.2	6
tt0012122	5.5	133
tt0012123	6.8	365
tt0012125	6.4	116
tt0012134	7	362
tt0012136	6.4	268
tt0012153	6.2	33
tt0012159	4.9	14
tt0012164	7.8	5
tt0012168	6.6	9
tt0012174	6.8	28
tt0012175	6.4	206
tt0012181	6.8	21
tt0012187	6.5	123
tt0012189	3.6	16
tt0012190	7.2	3059
tt0012192	5.1	15
tt0012194	4.1	27
tt0012202	6.2	11
tt0012205	5.9	23
tt0012219	5.9	11
tt0012224	7.7	3694
tt0012226	5.8	11
tt0012227	5.6	17
tt0012238	6.6	12
tt0012248	7	43
tt0012249	7	382
tt0012253	7	1940
tt0012255	7	2557
tt0012273	5.8	13
tt0012278	7.6	2561
tt0012281	6.8	209
tt0012284	6.9	17
tt0012285	4.8	5
tt0012293	6.5	32
tt0012297	9.4	12
tt0012298	6.9	10
tt0012303	6.2	667
tt0012304	7.4	3170
tt0012305	6.8	13
tt0012310	4.8	5
tt0012313	6.7	286
tt0012314	6.6	239
tt0012317	6.9	11
tt0012320	6.9	239
tt0012322	5.8	10
tt0012328	5.2	29
tt0012329	6.6	7
tt0012334	6.8	215
tt0012342	6.2	9
tt0012344	5.9	10
tt0012347	5.9	202
tt0012349	8.3	109070
tt0012350	6.5	14
tt0012352	6.2	12
tt0012358	5	6
tt0012362	6.3	7
tt0012364	8.1	10056
tt0012365	5.4	53
tt0012366	6.9	21
tt0012368	5.9	21
tt0012369	7.9	14
tt0012380	5.9	9
tt0012382	6.1	268
tt0012397	6.7	276
tt0012398	6.9	42
tt0012405	5.4	35
tt0012406	7	36
tt0012408	6.5	338
tt0012409	6.6	89
tt0012410	6.9	11
tt0012416	7.2	21
tt0012422	6.4	29
tt0012427	6.1	10
tt0012434	5.6	15
tt0012436	6.8	15
tt0012439	6.6	20
tt0012456	4.5	12
tt0012465	7	311
tt0012467	6.6	128
tt0012468	6.4	43
tt0012471	6.6	14
tt0012472	6.3	9
tt0012476	5.9	9
tt0012484	5.8	41
tt0012486	6.2	237
tt0012490	5.1	9
tt0012492	6.5	23
tt0012494	7.7	5138
tt0012496	5.3	7
tt0012497	4.9	7
tt0012499	7.5	1529
tt0012505	5.8	8
tt0012512	6.8	713
tt0012513	6.5	209
tt0012514	5.1	13
tt0012520	6.1	19
tt0012529	6.2	16
tt0012532	7.4	4679
tt0012538	6.5	469
tt0012541	6.3	7
tt0012543	6.9	2649
tt0012548	5.7	13
tt0012555	6.1	10
tt0012562	6.3	10
tt0012563	6.2	65
tt0012565	6.3	31
tt0012570	7.5	3700
tt0012581	4.7	10
tt0012583	6.9	9
tt0012591	6.7	21
tt0012600	7	39
tt0012618	6.1	27
tt0012619	5.7	12
tt0012620	5.7	1219
tt0012622	4.8	11
tt0012627	6	32
tt0012631	6.7	130
tt0012642	6.9	941
tt0012645	6.8	123
tt0012646	6.1	208
tt0012650	6.4	217
tt0012651	6.2	1393
tt0012657	6.5	88
tt0012664	5.8	8
tt0012675	6.4	3056
tt0012682	5.2	5
tt0012684	4.3	18
tt0012685	4.4	14
tt0012689	5.5	20
tt0012695	2.9	15
tt0012696	6	5
tt0012699	5.8	109
tt0012701	6.4	49
tt0012710	6.7	7
tt0012716	6	12
tt0012724	4.8	6
tt0012725	5	7
tt0012730	5.8	6
tt0012734	4.5	29
tt0012739	4.7	26
tt0012740	5.3	44
tt0012745	6.9	135
tt0012746	1	12
tt0012747	6.5	11
tt0012752	6.9	846
tt0012754	6.9	28
tt0012755	6.8	163
tt0012763	6.8	1722
tt0012769	5.9	133
tt0012771	5.9	28
tt0012772	1.6	8
tt0012775	6.1	18
tt0012778	5.3	6
tt0012788	6.7	9
tt0012790	6.8	5
tt0012794	7.2	9
tt0012806	6.2	324
tt0012807	4.6	12
tt0012814	5.9	10
tt0012815	6.5	14
